issue_id,file_id,lang,comment_ratio_hula,cyclomatic_complexity_hula,fanout_external_hula,fanout_internal_hula,halstead_bugprop_hula,halstead_difficulty_hula,halstead_effort_hula,halstead_timerequired_hula,halstead_volume_hula,loc_hula,maintainability_index_hula,operands_sum_hula,operands_uniq_hula,operators_sum_hula,operators_uniq_hula,pylint_hula,tiobe_hula,tiobe_compiler_hula,tiobe_complexity_hula,tiobe_coverage_hula,tiobe_duplication_hula,tiobe_fanout_hula,tiobe_functional_hula,tiobe_security_hula,tiobe_standard_hula,halstead_vocabulary_hula,comment_ratio_human,cyclomatic_complexity_human,fanout_external_human,fanout_internal_human,halstead_bugprop_human,halstead_difficulty_human,halstead_effort_human,halstead_timerequired_human,halstead_volume_human,loc_human,maintainability_index_human,operands_sum_human,operands_uniq_human,operators_sum_human,operators_uniq_human,pylint_human,tiobe_human,tiobe_compiler_human,tiobe_complexity_human,tiobe_coverage_human,tiobe_duplication_human,tiobe_fanout_human,tiobe_functional_human,tiobe_security_human,tiobe_standard_human,halstead_vocabulary_human
336,336_2.kt,Kotlin,0.0,2.0,10.0,0.0,1.909,33.085,189432.307,10524.017,5725.578,201.0,23.177,388.0,129.0,403.0,22.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,151.0,0.0,2.0,10.0,0.0,1.588,32.4,154401.623,8577.868,4765.482,179.0,24.833,324.0,105.0,359.0,21.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,126.0
338,338_1.java,Java,0.0,0.0,11.0,0.0,0.662,30.784,61179.729,3398.874,1987.381,59.0,38.276,129.0,44.0,201.0,21.0,100.0,99.669,100.0,98.462,100.0,100.0,98.0,100.0,100.0,100.0,65.0,0.0,0.0,14.0,0.0,0.762,41.074,93858.398,5214.355,2285.079,61.0,37.536,143.0,47.0,225.0,27.0,100.0,99.369,100.0,98.462,100.0,100.0,92.0,100.0,100.0,100.0,74.0
338,338_2.java,Java,49.383,2.0,1.0,0.0,0.025,4.667,355.353,19.742,76.147,5.0,71.308,7.0,6.0,13.0,8.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,14.0,50.314,2.0,1.0,0.0,0.022,4.8,319.718,17.762,66.608,5.0,71.715,6.0,5.0,12.0,8.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,13.0
339,339_1.java,Java,0.0,0.0,65.0,0.0,4.702,111.696,1575620.814,87534.49,14106.277,341.0,15.696,695.0,140.0,1178.0,45.0,100.0,94.769,100.0,98.462,100.0,100.0,0.0,100.0,100.0,100.0,185.0,0.231,0.0,64.0,0.0,4.531,109.907,1493979.15,82998.842,13593.103,336.0,15.949,669.0,140.0,1134.0,46.0,100.0,94.769,100.0,98.462,100.0,100.0,0.0,100.0,100.0,100.0,186.0
340,340_1.kt,Kotlin,0.0,0.0,22.0,0.0,0.997,36.903,110367.099,6131.505,2990.717,104.0,31.663,176.0,62.0,287.0,26.0,100.0,98.569,100.0,98.462,100.0,100.0,76.0,100.0,100.0,100.0,88.0,0.0,0.0,22.0,0.0,0.999,36.317,108889.355,6049.409,2998.265,103.0,31.747,176.0,63.0,287.0,26.0,100.0,98.569,100.0,98.462,100.0,100.0,76.0,100.0,100.0,100.0,89.0
340,340_2.kt,Kotlin,0.0,0.0,26.0,0.0,0.898,44.1,118787.01,6599.278,2693.583,95.0,32.839,189.0,60.0,228.0,28.0,100.0,98.169,100.0,98.462,100.0,100.0,68.0,100.0,100.0,100.0,88.0,0.0,0.0,24.0,0.0,0.917,45.305,124608.977,6922.721,2750.441,92.0,33.079,198.0,59.0,230.0,27.0,100.0,98.369,100.0,98.462,100.0,100.0,72.0,100.0,100.0,100.0,86.0
341,341_1.ts,TypeScript,0.0,2.0,13.0,4.0,2.542,31.789,242432.109,13468.45,7626.291,234.0,20.865,330.0,109.0,756.0,21.0,100.0,97.428,100.0,95.522,100.0,100.0,62.0,100.0,100.0,100.0,130.0,0.0,1.0,13.0,5.0,2.485,31.598,235564.065,13086.893,7455.0,227.0,21.356,322.0,107.0,743.0,21.0,100.0,97.7,100.0,100.0,100.0,100.0,54.0,100.0,100.0,100.0,128.0
341,341_2.ts,TypeScript,0.0,6.0,15.0,6.0,3.647,36.963,404417.107,22467.617,10941.064,337.0,15.774,457.0,136.0,1041.0,22.0,100.0,86.117,100.0,26.778,100.0,100.0,42.0,100.0,100.0,100.0,158.0,0.0,4.0,15.0,6.0,3.293,33.985,335738.736,18652.152,9879.005,306.0,17.268,414.0,134.0,942.0,22.0,100.0,90.907,100.0,58.716,100.0,100.0,42.0,100.0,100.0,100.0,156.0
343,343_1.ts,TypeScript,1.643,2.0,1.0,0.0,2.588,7.81,60641.016,3368.945,7764.192,350.0,16.996,302.0,232.0,677.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,244.0,1.644,2.0,1.0,0.0,2.581,7.818,60532.6,3362.922,7742.542,349.0,17.032,301.0,231.0,676.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,243.0
345,345_3.go,Go,27.756,2.0,2.0,0.0,1.139,22.564,77102.641,4283.48,3417.021,90.0,32.359,243.0,70.0,293.0,13.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,83.0,26.694,3.0,2.0,0.0,1.232,22.884,84557.1,4697.617,3695.102,87.0,32.307,257.0,73.0,318.0,13.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0
346,346_1.kt,Kotlin,0.0,4.0,16.0,0.0,0.625,15.886,29809.055,1656.059,1876.469,59.0,37.913,139.0,70.0,153.0,16.0,100.0,93.207,100.0,58.716,100.0,100.0,88.0,100.0,100.0,100.0,86.0,0.0,6.0,16.0,0.0,0.763,18.813,43078.211,2393.234,2289.77,64.0,36.268,166.0,75.0,185.0,17.0,100.0,88.417,100.0,26.778,100.0,100.0,88.0,100.0,100.0,100.0,92.0
346,346_3.kt,Kotlin,0.0,2.0,14.0,0.0,0.989,18.508,54933.753,3051.875,2968.119,87.0,33.108,212.0,63.0,266.0,11.0,100.0,98.928,100.0,95.522,100.0,100.0,92.0,100.0,100.0,100.0,74.0,0.0,2.0,14.0,0.0,1.264,18.134,68774.295,3820.794,3792.492,102.0,30.856,270.0,67.0,337.0,9.0,100.0,98.928,100.0,95.522,100.0,100.0,92.0,100.0,100.0,100.0,76.0
352,352_1.go,Go,0.0,2.0,2.0,0.0,0.036,2.647,283.305,15.739,107.026,13.0,61.221,18.0,17.0,6.0,5.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,22.0,0.0,2.0,2.0,0.0,0.036,2.647,283.305,15.739,107.026,13.0,61.221,18.0,17.0,6.0,5.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,22.0
357,357_1.ts,TypeScript,2.127,2.0,7.0,0.0,1.921,57.969,334021.61,18556.756,5762.098,248.0,21.167,371.0,48.0,593.0,15.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,63.0,1.504,2.0,7.0,0.0,1.819,54.688,298443.719,16580.207,5457.257,234.0,21.883,350.0,48.0,563.0,15.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,63.0
359,359_1.ts,TypeScript,9.74,2.0,1.0,0.0,0.596,22.325,39924.322,2218.018,1788.323,51.0,39.708,94.0,40.0,210.0,19.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,59.0,10.161,2.0,1.0,0.0,0.578,21.613,37505.894,2083.661,1735.38,48.0,40.374,91.0,40.0,204.0,19.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,59.0
361,361_1.py,Python,5.4,7.0,6.0,0.0,2.091,38.887,243954.057,13553.003,6273.374,126.0,26.651,431.0,133.0,429.0,24.0,100.0,87.727,100.0,18.182,100.0,100.0,100.0,100.0,100.0,100.0,157.0,5.568,7.0,6.0,0.0,1.949,38.117,222836.71,12379.817,5846.134,122.0,27.171,411.0,124.0,401.0,23.0,100.0,87.727,100.0,18.182,100.0,100.0,100.0,100.0,100.0,100.0,147.0
361,361_2.py,Python,0.505,0.0,8.0,0.0,2.691,56.577,456820.19,25378.899,8074.37,264.0,19.818,628.0,111.0,520.0,20.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,131.0,0.621,0.0,8.0,0.0,2.229,49.143,328625.8,18256.989,6687.153,214.0,22.38,516.0,105.0,444.0,20.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,125.0
361,361_2.py,Python,0.505,0.0,8.0,0.0,2.691,56.577,456820.19,25378.899,8074.37,264.0,19.818,628.0,111.0,520.0,20.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,131.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
366,366_1.go,Go,0.0,0.0,9.0,0.0,0.954,17.616,50435.952,2801.997,2863.031,70.0,35.546,202.0,86.0,228.0,15.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,101.0,0.0,1.0,9.0,0.0,1.045,17.967,56330.438,3129.469,3135.211,69.0,35.272,218.0,91.0,248.0,15.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,106.0
366,366_2.go,Go,39.962,3.0,8.0,0.0,0.571,10.067,17232.84,957.38,1711.744,90.0,34.326,128.0,89.0,128.0,14.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,103.0,39.686,3.0,8.0,0.0,0.634,10.561,20096.214,1116.456,1902.83,89.0,34.11,138.0,98.0,141.0,15.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,113.0
366,366_3.go,Go,6.371,2.0,0.0,0.0,0.103,0.5,154.336,8.574,308.672,21.0,53.457,39.0,39.0,19.0,1.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,40.0,6.911,2.0,0.0,0.0,0.09,0.5,134.418,7.468,268.836,19.0,54.825,35.0,35.0,17.0,1.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,36.0
370,370_2.kt,Kotlin,0.0,2.0,19.0,0.0,1.425,25.4,108609.06,6033.837,4275.947,108.0,29.949,254.0,110.0,353.0,22.0,100.0,98.428,100.0,95.522,100.0,100.0,82.0,100.0,100.0,100.0,132.0,0.0,2.0,16.0,0.0,1.054,26.104,82523.767,4584.654,3161.358,92.0,32.387,201.0,77.0,278.0,20.0,100.0,98.728,100.0,95.522,100.0,100.0,88.0,100.0,100.0,100.0,97.0
371,371_1.ts,TypeScript,2.104,9.0,9.0,0.0,1.204,25.5,92094.194,5116.344,3611.537,149.0,26.473,153.0,78.0,386.0,26.0,100.0,86.364,100.0,9.091,100.0,100.0,100.0,100.0,100.0,100.0,104.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
371,371_1.ts,TypeScript,2.104,9.0,9.0,0.0,1.204,25.5,92094.194,5116.344,3611.537,149.0,26.473,153.0,78.0,386.0,26.0,100.0,86.364,100.0,9.091,100.0,100.0,100.0,100.0,100.0,100.0,104.0,2.288,9.0,9.0,0.0,1.097,23.947,78775.005,4376.389,3289.506,135.0,27.691,140.0,76.0,353.0,26.0,100.0,86.364,100.0,9.091,100.0,100.0,100.0,100.0,100.0,100.0,102.0
371,371_1.ts,TypeScript,2.104,9.0,9.0,0.0,1.204,25.5,92094.194,5116.344,3611.537,149.0,26.473,153.0,78.0,386.0,26.0,100.0,86.364,100.0,9.091,100.0,100.0,100.0,100.0,100.0,100.0,104.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
371,371_1.ts,TypeScript,2.104,9.0,9.0,0.0,1.204,25.5,92094.194,5116.344,3611.537,149.0,26.473,153.0,78.0,386.0,26.0,100.0,86.364,100.0,9.091,100.0,100.0,100.0,100.0,100.0,100.0,104.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
371,371_2.ts,TypeScript,2.907,0.0,6.0,1.0,1.626,27.391,133595.834,7421.991,4877.308,169.0,25.576,210.0,69.0,547.0,18.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,87.0,3.338,0.0,6.0,1.0,1.3,24.0,93576.186,5198.677,3899.008,148.0,27.514,168.0,63.0,447.0,18.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,81.0
372,372_1.java,Java,0.0,0.0,5.0,0.0,0.512,64.286,98713.943,5484.108,1535.55,84.0,35.714,108.0,21.0,170.0,25.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,46.0,0.0,0.0,5.0,0.0,0.512,64.286,98713.943,5484.108,1535.55,84.0,35.714,108.0,21.0,170.0,25.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,46.0
372,372_2.java,Java,0.0,1.0,0.0,0.0,0.031,18.0,1681.284,93.405,93.405,10.0,64.255,8.0,2.0,19.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11.0,0.0,1.0,0.0,0.0,0.031,18.0,1681.284,93.405,93.405,10.0,64.255,8.0,2.0,19.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11.0
372,372_3.java,Java,0.0,0.0,0.0,0.0,0.141,51.2,21589.119,1199.395,421.662,31.0,49.087,32.0,5.0,64.0,16.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.0,0.0,0.0,0.141,51.2,21589.119,1199.395,421.662,31.0,49.087,32.0,5.0,64.0,16.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,21.0
373,373_1.ts,TypeScript,0.0,2.0,2.0,0.0,0.212,17.447,11079.079,615.504,635.0,25.0,49.611,51.0,19.0,76.0,13.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,32.0,0.0,2.0,2.0,0.0,0.212,17.447,11079.079,615.504,635.0,25.0,49.611,51.0,19.0,76.0,13.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,32.0
373,373_2.ts,TypeScript,0.0,2.0,6.0,1.0,0.54,15.938,25817.118,1434.284,1619.898,71.0,36.875,85.0,48.0,183.0,18.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,66.0,0.0,1.0,6.0,2.0,0.53,15.48,24595.054,1366.392,1588.828,64.0,38.052,86.0,50.0,175.0,18.0,100.0,99.6,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,68.0
374,374_1.java,Java,0.183,0.0,32.0,0.0,3.392,37.448,381081.222,21171.179,10176.283,219.0,20.884,617.0,173.0,722.0,21.0,100.0,97.569,100.0,98.462,100.0,100.0,56.0,100.0,100.0,100.0,194.0,0.189,0.0,32.0,0.0,3.216,36.907,356051.369,19780.632,9647.21,214.0,21.266,587.0,167.0,690.0,21.0,100.0,97.569,100.0,98.462,100.0,100.0,56.0,100.0,100.0,100.0,188.0
378,378_1.java,Java,11.177,11.0,17.0,0.0,1.526,37.495,171680.314,9537.795,4578.758,115.0,27.936,232.0,99.0,419.0,32.0,100.0,85.059,100.0,5.063,100.0,100.0,86.0,100.0,100.0,100.0,131.0,11.182,11.0,17.0,0.0,1.524,37.495,171416.596,9523.144,4571.725,114.0,28.023,232.0,99.0,418.0,32.0,100.0,85.059,100.0,5.063,100.0,100.0,86.0,100.0,100.0,100.0,131.0
383,383_1.ts,TypeScript,12.362,24.0,5.0,1.0,1.848,27.212,150883.15,8382.397,5544.649,193.0,20.7,246.0,113.0,534.0,25.0,100.0,85.072,100.0,0.482,100.0,100.0,100.0,100.0,100.0,100.0,138.0,10.447,19.0,5.0,1.0,1.625,24.44,119151.681,6619.538,4875.2,168.0,23.078,222.0,109.0,469.0,24.0,100.0,85.147,100.0,0.978,100.0,100.0,100.0,100.0,100.0,100.0,133.0
394,394_1.java,Java,3.62,2.0,14.0,0.0,1.221,35.432,129787.286,7210.405,3662.952,84.0,32.801,228.0,74.0,327.0,23.0,100.0,98.928,100.0,95.522,100.0,100.0,92.0,100.0,100.0,100.0,97.0,4.015,2.0,14.0,0.0,1.032,26.455,81894.919,4549.718,3095.684,78.0,34.015,194.0,77.0,274.0,21.0,100.0,98.928,100.0,95.522,100.0,100.0,92.0,100.0,100.0,100.0,98.0
400,400_1.java,Java,0.0,2.0,6.0,0.0,0.044,9.0,1200.938,66.719,133.438,20.0,56.469,9.0,6.0,23.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,18.0,0.0,2.0,6.0,0.0,0.038,8.4,961.371,53.41,114.449,18.0,57.934,7.0,5.0,21.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,17.0
400,400_2.java,Java,0.0,1.0,15.0,0.0,1.21,49.026,178006.527,9889.251,3630.836,124.0,29.272,207.0,57.0,361.0,27.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,84.0,0.0,1.0,15.0,0.0,1.14,47.667,163027.774,9057.099,3420.163,121.0,29.686,198.0,54.0,343.0,26.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,80.0
400,400_3.java,Java,0.0,1.0,15.0,0.0,1.21,49.026,178006.527,9889.251,3630.836,125.0,29.196,207.0,57.0,361.0,27.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,84.0,0.0,1.0,15.0,0.0,1.172,48.63,170932.76,9496.264,3514.992,122.0,29.525,202.0,54.0,354.0,26.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,80.0
400,400_4.java,Java,0.0,1.0,15.0,0.0,1.21,49.026,178006.527,9889.251,3630.836,124.0,29.272,207.0,57.0,361.0,27.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,84.0,0.0,1.0,15.0,0.0,1.14,47.667,163027.774,9057.099,3420.163,121.0,29.686,198.0,54.0,343.0,26.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,80.0
400,400_5.java,Java,0.0,1.0,13.0,0.0,1.193,45.948,164480.94,9137.83,3579.698,121.0,29.548,205.0,58.0,355.0,26.0,100.0,99.7,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,84.0,0.0,1.0,13.0,0.0,1.148,42.797,147453.97,8191.887,3445.459,119.0,29.822,202.0,59.0,337.0,25.0,100.0,99.7,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,84.0
400,400_6.java,Java,0.0,1.0,15.0,0.0,1.21,49.026,178006.527,9889.251,3630.836,124.0,29.272,207.0,57.0,361.0,27.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,84.0,0.0,1.0,15.0,0.0,1.172,44.2,155370.373,8631.687,3515.167,122.0,29.525,204.0,60.0,343.0,26.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,86.0
400,400_7.java,Java,0.0,0.0,9.0,0.0,1.872,51.361,288449.362,16024.965,5616.068,135.0,27.275,294.0,83.0,531.0,29.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,112.0,0.0,0.0,9.0,0.0,1.821,49.064,268021.711,14890.095,5462.701,133.0,27.501,291.0,86.0,507.0,29.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,115.0
400,400_8.java,Java,0.0,1.0,15.0,0.0,0.508,14.694,22388.46,1243.803,1523.659,59.0,38.95,90.0,49.0,163.0,16.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,65.0,0.0,1.0,15.0,0.0,0.484,14.468,21014.59,1167.477,1452.479,57.0,39.422,85.0,47.0,158.0,16.0,100.0,99.5,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,63.0
401,401_2.java,Java,0.0,1.0,7.0,0.0,0.42,19.615,24713.506,1372.973,1259.904,47.0,41.682,85.0,39.0,131.0,18.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.0,0.0,1.0,7.0,0.0,0.407,17.231,21019.245,1167.736,1219.867,45.0,42.192,84.0,39.0,127.0,16.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0
406,406_1.kts,Kotlin,6.696,21.0,25.0,0.0,8.839,54.521,1445712.852,80317.381,26516.62,626.0,5.198,1622.0,476.0,1328.0,32.0,100.0,83.608,100.0,0.722,100.0,100.0,70.0,100.0,100.0,100.0,508.0,6.751,21.0,25.0,0.0,8.777,54.461,1433942.612,79663.478,26329.769,623.0,5.265,1610.0,473.0,1322.0,32.0,100.0,83.608,100.0,0.722,100.0,100.0,70.0,100.0,100.0,100.0,505.0
408,408_1.ts,TypeScript,6.457,0.0,7.0,2.0,4.93,59.204,875632.014,48646.223,14790.156,547.0,11.075,695.0,135.0,1330.0,23.0,100.0,99.269,100.0,98.462,100.0,100.0,90.0,100.0,100.0,100.0,158.0,6.537,0.0,7.0,2.0,4.853,55.0,800797.248,44488.736,14559.95,543.0,11.193,685.0,137.0,1306.0,22.0,100.0,99.269,100.0,98.462,100.0,100.0,90.0,100.0,100.0,100.0,159.0
414,414_1.py,Python,22.903,71.0,17.0,0.0,12.144,204.95,7467032.298,414835.128,36433.401,623.0,0.0,2267.0,271.0,2111.0,49.0,100.0,84.303,100.0,0.018,100.0,100.0,86.0,100.0,100.0,100.0,320.0,22.872,73.0,17.0,0.0,12.183,205.764,7520649.375,417813.854,36549.908,623.0,0.0,2276.0,271.0,2116.0,49.0,100.0,84.303,100.0,0.017,100.0,100.0,86.0,100.0,100.0,100.0,320.0
416,416_2.kt,Kotlin,0.0,1.0,0.0,0.0,1.376,37.339,154162.947,8564.608,4128.755,136.0,28.007,251.0,121.0,315.0,36.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,157.0,0.0,1.0,0.0,0.0,1.277,35.457,135843.647,7546.869,3831.274,131.0,28.589,233.0,115.0,297.0,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,150.0
417,417_2.py,Python,5.164,0.0,1.0,0.0,0.46,26.684,36824.211,2045.789,1380.0,73.0,37.368,78.0,19.0,198.0,13.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,32.0,5.164,0.0,1.0,0.0,0.46,26.684,36824.211,2045.789,1380.0,73.0,37.368,78.0,19.0,198.0,13.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,32.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,1.0,0.0,0.027,2.167,178.651,9.925,82.454,7.0,67.879,13.0,9.0,10.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,12.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,2.0,0.0,0.017,3.333,172.972,9.61,51.891,4.0,74.589,8.0,6.0,7.0,5.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,11.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,2.0,0.0,0.036,5.0,536.564,29.809,107.313,8.0,65.812,16.0,8.0,13.0,5.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,13.0
426,426_1.ts,TypeScript,0.0,2.0,1.0,0.0,0.008,1.875,47.374,2.632,25.266,3.0,79.502,5.0,4.0,4.0,3.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,7.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
